SMILES,INCHIKEY,dHm
CCCCCCCCCCCC(=O)NCCCC,NTHVNXBUGUHNAH-UHFFFAOYSA-N,39.0
CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,NTJOBXMMWNYJFB-UHFFFAOYSA-N,0.057
CCSC1(SCC)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,NTJSCKVVCQFBKU-KHTUWTGWSA-N,44.3
S1C=CC=C1C=CC1=CC=C(S1)C=NC1=CC=CC=C1,NTXDBSWBUAZPMY-UHFFFAOYSA-N,29.1
C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O,NUFNQYOELLVIPL-UHFFFAOYSA-N,37.67
COC1=CC=C2C=C(C=CC2=C1)[C@H](C)C(=O)O[C@@H]1[C@@H](O)[C@H](O)O[C@H](CO)[C@H]1O,NUIRBEXVHCDUBM-IKSYIJRBSA-N,59.8
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],NUJGJRNETVAIRJ-UHFFFAOYSA-N,25.86
[H]N([H])c1c([H])c([H])nc([H])c1[H],NUKYPUAOHBNCPY-UHFFFAOYSA-N,19.685
[H]c1nc([H])c(c(c1[H])C([H])([H])[H])C([H])([H])[H],NURQLCJSMXZBPC-UHFFFAOYSA-N,14.7
CCOC(=O)C1=CC=C(O)C=C1,NUVBSKCKDOMJSU-UHFFFAOYSA-N,25.8
COC1=CC=C(C=C2C3CCC(C)(C2=O)C3(C)C)C=C1,NUXVNHVEMUEEND-UHFFFAOYSA-N,26.3768
C(CN1C2=C(C=CC=C2)C2=C1C=CC=C2)CN1C2=C(C=CC=C2)C2=C1C=CC=C2,NUZAGTNEMOWYJQ-UHFFFAOYSA-N,29.2
CCCC1CCC(CC1)C1CCC(CC1)C(=O)OC1CCC(C)CC1,NVBYRKKFKLKMIU-UHFFFAOYSA-N,32.3221
[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H],NVJUHMXYKCUMQA-UHFFFAOYSA-N,8.39
CCCCCCCCOC1=CC=C(OC(=O)C2=CC=C(CCCCCC)C=C2)C=C1,NVJWZSJHQMRLKR-UHFFFAOYSA-N,33.9968
C=CCOC1=CC=C(C=C1)C#CC#CC1=CC=C(C=C1)N(=O)=O,NVJYNUPPSFROSC-UHFFFAOYSA-N,31.73
[H]C1([H])C([H])([H])C2([H])C(=O)OC1([H])C([H])([H])C2([H])[H],NVORRKXXHHFWDH-UHFFFAOYSA-N,3.8
[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O,NWIBSHFKIJFRCO-WUDYKRTCSA-N,25.2
CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,NWIUTZDMDHAVTP-UHFFFAOYSA-N,47.3
CCC1CC2=CC=C(C=C2)C2=CC=C(OCCCCCCCCCCCCCOC3=CC=C1C=C3)C=C2,NWPKGXMVGZRERS-UHFFFAOYSA-N,28.260900000000003
[H]OC([H])([H])C([H])([H])n1c([H])nc2N(C(=O)N(C(=O)c12)C([H])([H])[H])C([H])([H])[H],NWPRCRWQMGIBOT-UHFFFAOYSA-N,32.62
OC1=CC=C(Cl)C=C1N(=O)=O,NWSIFTLPLKCTSX-UHFFFAOYSA-N,22.69
COC1=CC=C(O)C=C1,NWVVVBRKAWDGAB-UHFFFAOYSA-N,18.3
CCCCCCCCCCOC1=CC=C(C=C1)C1=CC=C(OC(=O)C2=CC=C(OC(=O)C3=CC(=CC=C3)C(=O)OC3=CC=C(C=C3)C3=CC=C(OCCCCCCCCCC=C)C=C3)C(OC)=C2)C=C1,NXBJUZNOYCXEAG-UHFFFAOYSA-N,23.34640000000001
CC1=CC=CC(NC(=S)NC2=NC(C)=CC=C2)=C1,NXBVFGQODVUDAX-UHFFFAOYSA-N,33.2
CC1=CC=CC2=C1C=CC3=C2C=CC(=C3)C(C)C,NXLOLUFNDSBYTP-UHFFFAOYSA-N,18.03
CCCCCCOC1=CC=C(C=C1)C(N)=O,NXOVDGSWSADBOP-UHFFFAOYSA-N,32.5
[H]Oc1c(c([H])c([H])c([H])c1C([H])([H])[H])C([H])([H])[H],NXXYKOUNUYWIHA-UHFFFAOYSA-N,18.865
[H]C1=C(SSC1=S)c1c([H])c([H])c([H])c([H])c1[H],NYJHOCZVKHRRLG-UHFFFAOYSA-N,26.27
COC1=CC=C(C=C1)N2CCN3C2=NNC(=O)C3=O,NYPJHNCSQQPCJU-UHFFFAOYSA-N,20.8
[H]c1c(Cl)c(OP(=S)(OC([H])([H])[H])OC([H])([H])[H])c([H])c(Cl)c1Br,NYQDCVLCJXRDSK-UHFFFAOYSA-N,31.15
COC(C1=CC=CC=C1)(C2=CC=CC=C2)OC,NYRVXYOKUZSUDA-UHFFFAOYSA-N,27.8
CCCCCCCCCCCCCC(=O)NCCC1=CC=C(O)C=C1,NYSVWRDQFBYCQI-UHFFFAOYSA-N,43.6548
COC1=CC=C2C=C(C=CC2=C1)[C@H](C)C(=O)OCCO,NYYKRAQUHNVACN-NSHDSACASA-N,27.7
COC1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)N=CC1=CC(Cl)=CC=C1,NYYSCGTVNZKTKK-UHFFFAOYSA-N,32.0
COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC,NZHGWWWHIYHZNX-UHFFFAOYSA-N,48.87
CCCCCCCCOC(=O)C(=C)C,NZIDBRBFGPQCRY-UHFFFAOYSA-N,24.09
CCCCCCCCCCS(=O)C,NZJXADCEESMBPW-UHFFFAOYSA-N,41.4
[H]OC(=O)C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],NZNMSOFKMUBTKW-UHFFFAOYSA-N,9.2
CC(=O)NC1=NC2=C(C=N1)N=CN2COCCOC(C)=O,NZSQZKSAMAZAEC-UHFFFAOYSA-N,42.33
[H]C([H])(I)I,NZZFYRREKKOMAT-UHFFFAOYSA-N,12.05
CCCCC1=CC=C(C=C1)C#CC2=CC(=C(C=C2)F)F,OAAKQGAJMFRMHO-UHFFFAOYSA-N,25.3
C1COCCOC2=CC=CC=C2OCCO1,OAJNZFCPJVBYHB-UHFFFAOYSA-N,23.1
C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4N=C32,OAPPEBNXKAKQGS-UHFFFAOYSA-N,20.3
O=C(OCCN(CCOC(=O)C1=CC=CC=C1)CCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,OAXKCKGNLUUHEF-UHFFFAOYSA-N,1.85529
O=C1NC(=O)C2=CC=CC=C2O1,OAYRYNVEFFWSHK-UHFFFAOYSA-N,28.63
OC(=O)CCCC1=CC=CC=C1,OBKXEAXTFZPCHS-UHFFFAOYSA-N,19.54
[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])[H],OBNCKNCVKJNDBV-UHFFFAOYSA-N,10.68
CCCCCCCCCCCCCC=CCCC(=O)O,OBNDIDKDLXSSCB-UHFFFAOYSA-N,55.88
CC12CC3CC(C1)(CC(C3)(C2)NS(=O)(=O)c4ccc(cc4)F)C,OBSBUHPOKGLWLD-UHFFFAOYSA-N,29.8
[H]c1sc(nc1C([H])([H])[H])C([H])([H])[H],OBSLLHNATPQFMJ-UHFFFAOYSA-N,2.9
CCCCCCCOC1=CC=C(C=C1)C1=CC=C(OCC2=CC=C(S2)C(=O)OCCCC)C=C1,OCCXVNLIHGKLPS-UHFFFAOYSA-N,22.67
[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)NC1=CC=C(OC2=CC=CC=C2)C=C1,OCGBWXNUCQYKAE-HOKOKXPTSA-N,30.8567
CC(NC(=S)NC(C)C1=CC=CC=C1)C1=CC=CC=C1,OCIUEYSMBBAERM-UHFFFAOYSA-N,33.0757
[H]c1c([H])c(Cl)c([H])c([H])c1Cl,OCJBOOLMMGQPQU-UHFFFAOYSA-N,18.108
[H]c1c([H])c([H])c(c([H])c1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],OCKPCBLVNKHBMX-UHFFFAOYSA-N,11.1
CCCCCCCCCCCCOC1=CC=C(C=NC2=CC=C(C=C2)C(=O)OC2=CC=C(C(=O)OCCCC)C(OC(=O)C3=CC=C(C=C3)N=CC3=CC=C(OCCCCCCCCCCCC)C=C3)=C2)C=C1,OCLXIYSWKLNUCF-UHFFFAOYSA-N,34.1706
CCCCCCCOC(=O)C1=CC2=C(OC1=O)C=C(OC(=O)C1=CC=C(OCCCC=C)C=C1)C=C2,OCNHGBQCHBYFNO-UHFFFAOYSA-N,57.6307
COC(=O)C1=CC=C(C2=CC=CC=C21)C(=O)OC,OCSXMIBZIHMVCP-UHFFFAOYSA-N,20.4
[H]N1C(=S)OC([H])([H])C([H])([H])C1([H])[H],OCWDJXKSTXCEOU-UHFFFAOYSA-N,18.4
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,OCWUCHKZAHTZAB-UHFFFAOYSA-N,186.8
[H][C@@](N)(CO)[C@]([H])(O)C1=CC=C(C=C1)N(=O)=O,OCYJXSUPZMNXEN-RKDXNWHRSA-N,46.22
NC(CO)C(O)C1=CC=C(C=C1)N(=O)=O,OCYJXSUPZMNXEN-UHFFFAOYSA-N,42.56
[H]N(c1nc(Cl)nc(n1)N([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],ODCWYMIRDDJXKW-UHFFFAOYSA-N,47.775
CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)O,ODELFXJUOVNEFZ-UHFFFAOYSA-N,33.1
CCCCCCCCCCCCOC1=CC=C(C=C1)C1=CC=C(OCC2=CC=C(C=N2)C(=O)OC(C)CC)C=C1,ODFQEMAZOXKLIK-UHFFFAOYSA-N,36.9
[H]OC(=O)C1([H])N([H])C(=O)C([H])([H])C1([H])[H],ODHCTXKNWHHXJC-UHFFFAOYSA-N,16.79
C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,ODHXBMXNKOYIBV-UHFFFAOYSA-N,24.9114
C1=CC(=CNCCCCNC=C2C=CC=CC2=O)C(=O)C=C1,ODLIVIMLYFYWJQ-UHFFFAOYSA-N,35.54
[H]c1c([H])c([H])c(c([H])c1[H])C([H])([H])C([H])([H])C([H])([H])[H],ODLMAHJVESYWTB-UHFFFAOYSA-N,9.27
BrC1=CC=C(C=C1)C1=C(C(=C(C=C1)C1=CC=C(Br)C=C1)N(=O)=O)N(=O)=O,ODLMTYUQQBOPBB-UHFFFAOYSA-N,33.1
[H][C@]12OC(=O)[C@]3([H])[C@H]1CC[C@@H]1[C@@]2([H])OC(=O)[C@]31[H],ODPPWCIICPHETR-CBUHOJLWSA-N,7.49437
OC(=O)CC1=CC=C2OCOC2=C1,ODVLMCWNGKLROU-UHFFFAOYSA-N,24.94
CCCCCCCCCCCCSC[C@H]1OC(=O)[C@H](O)[C@@H]1O,OEIAPDOAWKKXJK-BZUAXINKSA-N,36.9081
CCCCCCCCCCCCSC[C@H]1OC(=O)[C@@H](O)[C@@H]1O,OEIAPDOAWKKXJK-OAGGEKHMSA-N,28.12990000000001
CCCCCCCCCCCCSC[C@H]1OC(=O)[C@H](O)[C@H]1O,OEIAPDOAWKKXJK-OWCLPIDISA-N,41.8956
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])O[H],OEIJHBUUFURJLI-UHFFFAOYSA-N,33.767
CC1=CCC2C(C1)C(=O)OC2=O,OEMSKMUAMXLNKL-UHFFFAOYSA-N,17.685000000000006
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,OENHQHLEOONYIE-UHFFFAOYSA-N,56.0
CCCCCCCCCCCCCCCCCCN1C(SC2=CC=CC=C12)=CC1=C([O-])[C+](C=C2SC3=C(C=CC=C3)N2CCCCCCCCCCCCCCCCCC)C1=O,OERYMESVXIKKCZ-UHFFFAOYSA-N,80.3
CCCC[C@H]1CC[C@@H](CC1)C1=CC=C(C=C1)C(=O)OC1=C(C#N)C(C#N)=C(OC)C=C1,OEYKEYBRIWIVLT-WGSAOQKQSA-N,32.2383
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],OFBQJSOFQDEBGM-UHFFFAOYSA-N,8.402000000000001
CCN(CC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],OFDYMSKSGFSLLM-UHFFFAOYSA-N,29.13
FC1=CC=C(OC(=O)CCCCCCCOC2=CC=C(C=C2)C2=CC=C(OCCCCCCCC(=O)OC3=CC=C(F)C=C3)C=C2)C=C1,OFIMGSSHZHUQHP-UHFFFAOYSA-N,72.17
CC(=O)OC1=CC=C(C=NC2=CC=C(C=C2)C(=O)OC2=CC(OC(=O)C3=CC=C(C=C3)N=CC3=CC=C(OC(C)=O)C=C3)=CC=C2)C=C1,OFJLHFOYUBTWCY-UHFFFAOYSA-N,44.5892
CCCCCCCCCCCCOC1=CC=C(C=C1)C1=CC=C(OCC2=CC=C(C=C2)C(=O)OC(C)CC)C=C1,OFKIGIZVLDVHIK-UHFFFAOYSA-N,8.54
[H]OC(=O)C([H])([H])C(=O)O[H],OFOBLEOULBTSOW-UHFFFAOYSA-N,20.92
CCCCCCOC(=O)NC1=CC=C(C=C1)[N+](=O)[O-],OFSOQJSHCDPUIU-UHFFFAOYSA-N,32.74
CCCCCCCCCCCCCCCCNC(=O)NC1=CC=C(C=C1)[N+](=O)[O-],OFTKGWZUBGTPJA-UHFFFAOYSA-N,53.94
CCC1CC2=CC=C(C=C2)C2=CC=C(OCCCCCCCCCCCCCCOC3=CC=C1C=C3)C=C2,OFVDEJGBCCLQBK-UHFFFAOYSA-N,24.3672
C[Si]1(C)O[Si](C)(C)O[Si](O1)(C1=CC=CC=C1)C1=CC=CC=C1,OGDLFRPDSKIBRZ-UHFFFAOYSA-N,22.192
CC1=CC(=CC=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)N(C5=CC=CC=C5)C6=CC=CC(=C6)C,OGGKVJMNFFSDEV-UHFFFAOYSA-N,40.4
[H][C@@]12OC3=C(OC(=O)OCCC)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,OGGQWXCJBSPBER-QOFIPBISSA-N,18.94
COC1=C(OCCNCC(O)COC2=CC=CC3=C2C2=C(N3)C=CC=C2)C=CC=C1,OGHNVEJMJSYVRP-UHFFFAOYSA-N,57.6
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,OGJPXUAPXNRGGI-UHFFFAOYSA-N,32.695
CCCCCCCCCCCCCCCC(=O)NC(C(C)C)C(=O)O,OGLNTVZUARMGNY-UHFFFAOYSA-N,54.8
[H]C1([H])C([H])([H])C11C([H])([H])C1([H])[H],OGNAOIGAPPSUMG-UHFFFAOYSA-N,6.43
CCCCCOC1=CC=C(OCCCC2CCC(CCCCC)CC2)C=C1,OGSGLOPHFPTPBC-UHFFFAOYSA-N,22.2
[H]C([H])([H])C1(Cl)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],OGYBTPYJHQSBBR-UHFFFAOYSA-N,1.63
CC1=CC(NC(=S)NC2=C(C)C=CC=C2)=NC=C1,OGZZSLBCEXFWOT-UHFFFAOYSA-N,53.70000000000001
[H]C([H])=C(C(=O)OC(=O)C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],OHBMDHCQVRSPBC-UHFFFAOYSA-N,19.87
[H]c1c([H])c(OC([H])([H])[H])c([H])c([H])c1OC([H])([H])[H],OHBQPCCCRFSCAX-UHFFFAOYSA-N,20.1
CCCN(CC)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)N=CC1=CC=C(C=C1)C#N,OHJJZOOWZKTDAY-UHFFFAOYSA-N,16.8
[H]N(C(=O)C([H])([H])[H])C([H])([H])[H],OHLUUHNLEMFGTQ-UHFFFAOYSA-N,9.403
[H]C(Cl)(Cl)C(F)(F)F,OHMHBGPWCHTMQE-UHFFFAOYSA-N,5.51
CCCCCCCCOC1=CC=C(C=C1)C1=CC=C(OCC2=CC=C(C=C2)C(=O)OCCCCCC)C=C1,OHTSHMOUUQGQEF-UHFFFAOYSA-N,19.1703
[H]c1sc(c([H])c1[H])-c1sc([H])c([H])c1[H],OHZAHWOAMVVGEL-UHFFFAOYSA-N,16.5
C1=CC=C(C=C1)C2=CC=CC=C2C3=CC=CC=C3,OIAQMFOKAXHPNH-UHFFFAOYSA-N,17.075
[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,OIGNJSKKLXVSLS-VWUMJDOOSA-N,42.2447
C(C1=CC=CC=C1)C1=C2C=CC=CC2=NC2=CC=CC=C12,OIJCRZOIUQVWEH-UHFFFAOYSA-N,15.300000000000002
CC1=CC(O)=CC(O)=C1,OIPPWFOQEKKFEE-UHFFFAOYSA-N,16.7
[H]C([H])(F)C(F)(Cl)Cl,OIQOUHIUUREZOM-UHFFFAOYSA-N,8.19
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2=CC1=CC=CC=C1,OIQXFRANQVWXJF-PBHICJAKSA-N,22.6087
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2=CC1=CC=CC=C1,OIQXFRANQVWXJF-WMLDXEAASA-N,22.734300000000005
CC1(C)C2CCC1(C)C(=O)C2=CC1=CC=CC=C1,OIQXFRANQVWXJF-UHFFFAOYSA-N,23.0274
CCC(CC1=C(C(=C(C=C1I)I)N)I)C(=O)O,OIRFJRBSRORBCM-UHFFFAOYSA-N,25.98
[H]c1c([H])c([H])c(I)c(Br)c1[H],OIRHKGBNGGSCGS-UHFFFAOYSA-N,14.42
CNS(=O)(=O)C1=CC=C(N)C=C1,OISQSDKFWKJEBA-UHFFFAOYSA-N,17.1
[H]c1c([H])c(nc(c1[H])C([H])([H])[H])C([H])([H])[H],OISVCGZHLKNMSJ-UHFFFAOYSA-N,13.04
ClC1=CC2=C(NC(=O)C=C2)C=C1,OJEBWFGRUPIVSD-UHFFFAOYSA-N,16.703400000000002
COC1=CC=C(OC(=O)C2=CC=C(C=C2)N=CC2=C(Cl)C(Cl)=CC=C2)C=C1,OJWZIKDNHJDQEO-UHFFFAOYSA-N,44.0
O[Si@](CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,OKHAFFPFHWZPHH-NRFANRHFSA-N,51.1
O[Si@@](CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,OKHAFFPFHWZPHH-OAQYLSRUSA-N,51.9
O[Si](CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,OKHAFFPFHWZPHH-UHFFFAOYSA-N,45.8
CC1=CC(=C(C=C1NC(=O)C)NS(=O)(=O)C(F)(F)F)C,OKIBNKKYNPBDRS-UHFFFAOYSA-N,37.66
CCCCCCCCCCCCOC1=C(OCCCCCCCCCCCC)C=C(CO)C=C1,OKIOTCGVMRYYHL-UHFFFAOYSA-N,63.45215000000001
C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)Cl)Cl,OKISUZLXOYGIFP-UHFFFAOYSA-N,25.885
C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)O)O)O,OKJFKPFBSPZTAH-UHFFFAOYSA-N,31.3
[H]OC([H])([H])[H],OKKJLVBELUTLKV-UHFFFAOYSA-N,3.188
NC1=NC2=C(C=N1)N=CN2COCCO,OKQHSIGMOWQUIK-UHFFFAOYSA-N,42.22
CCCCCOC1=C(C#N)C(C#N)=C(OC(=O)[C@H]2CC[C@@H](CC2)OCCC)C=C1,OKTYDQKRVTUIPA-IYARVYRRSA-N,31.8197
CCOC1=C(C#N)C(C#N)=C(OC(=O)C2=CC=C(C=C2)[C@H]2CC[C@H](CC)CC2)C=C1,OKWMKADAPPDOND-IYARVYRRSA-N,26.7955
CCCCCCCC1=CN=C(N=C1)C1=CC=C(CCCCC2CCC(CCCCC)CC2)C=C1,OKXUYSLZLKAWOI-UHFFFAOYSA-N,18.6
CCOC(C)(C1=CC=C(C=C1)C(C)(OCC)OCC)OCC,OKYWFWIKJZITQH-UHFFFAOYSA-N,23.5
CC(C)C1=C(C(=CC=C1)C(C)C)O,OLBCVFGFOZPWHH-UHFFFAOYSA-N,14.64
[H]OC([H])(c1c([H])c([H])c([H])c([H])c1Cl)C([H])([H])OC(=O)N([H])[H],OLBWFRRUHYQABZ-UHFFFAOYSA-N,33.0
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCCCCCC(=O)C1=CC=CC=C1)[C@H](C)CCCC(C)C,OLNQQMGYBNGPQI-LJICYQBISA-N,32.1
C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,OLNTVTPDXPETLC-UHFFFAOYSA-N,38.415
CCCCCCCCCCCCOC1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)C(=O)OC1=CC=CC(=C1)C1=CC=C(OC(=O)C2=CC=C(OCCCC=C)C=C2)C=C1,OLPIUAADYUBDNM-UHFFFAOYSA-N,64.2
COC1=CC=CC(NC(=S)NC2=NC=CC=C2C)=C1,OLXMLNCABHJDHZ-UHFFFAOYSA-N,19.3
[H]c1nc([H])c([H])c(c1[H])C(=O)OC([H])([H])[H],OLXYLDUSSBULGU-UHFFFAOYSA-N,14.6
[H]c1nnnn1C([H])([H])[H],OMAFFHIGWTVZOH-UHFFFAOYSA-N,15.7
CC1=CC[C@@H](C[C@H]1O)C(C)(C)O,OMDMTHRBGUBUCO-DTWKUNHWSA-N,34.7086
CC1=CC[C@@H](C[C@@H]1O)C(C)(C)O,OMDMTHRBGUBUCO-IUCAKERBSA-N,23.1949
CC1=CC[C@H](C[C@H]1O)C(C)(C)O,OMDMTHRBGUBUCO-RKDXNWHRSA-N,12.36
[H]OC1([H])C(=C([H])C([H])([H])C([H])(C1([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],OMDMTHRBGUBUCO-UHFFFAOYSA-N,34.69
[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,25.5695
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,OMFXVFTZEKFJBZ-UHFFFAOYSA-N,34.14
[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],OMMLUKLXGSRPHK-UHFFFAOYSA-N,7.33
[H]N([H])C(=O)C([H])(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],OMOMUFTZPTXCHP-UHFFFAOYSA-N,22.5
C1=CC=C(C=C1)C(=NNC2=NC3=CC=CC=C3C=C2)C4=CC=CC=N4,OMPFOEQSNRLYEL-UHFFFAOYSA-N,35.0
C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,OMPJBNCRMGITSC-UHFFFAOYSA-N,22.59
CCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,OMPTUWYLCDEFSJ-UHFFFAOYSA-N,24.75
[H]OC(=O)c1c([H])c([H])c(c(c1[H])[N+]([O-])=O)[N+]([O-])=O,OMVRRHJJQILIJX-UHFFFAOYSA-N,24.6
CCOC(=O)C1=CC=C(C=C1)C(=O)OCC,ONIHPYYWNBVMID-UHFFFAOYSA-N,24.6
[H]Oc1c(Cl)c([H])c(C([H])=O)c([H])c1OC([H])([H])[H],ONIVKFDMLVBDRK-UHFFFAOYSA-N,39.4
[H]C1([H])SC([H])([H])C([H])([H])C([H])([H])S1=O,ONTCBWKSXDATLL-UHFFFAOYSA-N,22.6
C1(=C(C(=C(C(=C1F)F)F)F)F)C2=C(C(=C(C(=C2F)F)F)F)F,ONUFSRWQCKNVSL-UHFFFAOYSA-N,20.5
CCCCCCCCOC1=CC=C(OC(=O)C2=CC=C(OC(=O)C3=CC=CC(OC(=O)C4=CC=C(OC(=O)C5=C(F)C=C(OCCCCCCCC)C=C5)C=C4)=C3)C=C2)C=C1,ONUYQWQORBFLLG-UHFFFAOYSA-N,54.6
CCCCCCCCCCC1=CC=C(C=C1)C1=CC=C(OC(=O)C2=CC=CC(=C2)C(=O)OC2=CC=C(C=C2OC)C(=O)OC2=CC=C(C=C2)C2=CC=C(CCCCCCCCCC)C=C2)C=C1,ONYQDMGFSNIIPN-UHFFFAOYSA-N,22.6199
C(CCOC1=CC=CC=C1)CCOC1=CC=C(OCCCCCOC2=CC=C(OCCCCCOC3=CC=CC=C3)C=C2)C=C1,OOAXAVODZHCHFD-UHFFFAOYSA-N,83.4
OCC=CC1=CC=CC=C1,OOCCDEMITAIZTP-UHFFFAOYSA-N,15.742399999999998
[H]N(c1nc(Cl)nc(n1)N([H])C1([H])C([H])([H])C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],OOHIAOSLOGDBCE-UHFFFAOYSA-N,28.76
C1CC2=CC=C(CCC3=CC=C1C=C3)C=C2,OOLUVSIJOMLOCB-UHFFFAOYSA-N,0.21
C1=CC=C2C(=C1)C(=C(C#N)C(=O)NC3=CC=C(C=C3)Cl)NC2=C(C#N)C(=O)NC4=CC=C(C=C4)Cl,OOQHVIOIXRDFRK-UHFFFAOYSA-N,123.0
[H]N(N=C1C(=O)ON=C1C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1Cl,OOTHTARUZHONSW-UHFFFAOYSA-N,28.04
C1CCCCCCCCCCCCCCCCCCCCCCC1,OOTMSKDHDITFHF-UHFFFAOYSA-N,10.8
CCCCCCCCCCOC1=CC=C(C=C1)C(=O)NNC(=O)NC1=CC=C(NC(=O)NNC(=O)C2=CC=C(OCCCCCCCCCC)C=C2)C=C1,OOWHRMKHCDSPHV-UHFFFAOYSA-N,78.3
[H]N([H])C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H],OPCJOXGBLDJWRM-UHFFFAOYSA-N,2.23
CCC[C@H]1CC[C@@H](CC1)C(=O)OC1=CC=C(OCCCC#C)C=C1,OPQAZHAGAXHPIV-IYARVYRRSA-N,21.1015
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCCCC1=CC=C(C=C1)C(=O)C1=CC=CC=C1)[C@H](C)CCCC(C)C,OPQJQMYDMLTUPY-STCNJDDQSA-N,23.1
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,OPRWEYHEIDHWGM-UHFFFAOYSA-N,177.2
CN(C)C(=S)C1=CC=CC=C1,OPXCUUJACRRYMC-UHFFFAOYSA-N,25.1208
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,OPXLLQIJSORQAM-UHFFFAOYSA-N,71.43
