SMILES,INCHIKEY,dHm
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])O[H],FOTKYAAJKYLFFN-UHFFFAOYSA-N,44.04
OC1C2CC3CC(C2)CC1C3,FOWDOWQYRZXQDP-UHFFFAOYSA-N,11.94
[H]N([H])N1C(SC([H])([H])[H])=NN=C(C1=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],FOXFZRUHNHCZPX-UHFFFAOYSA-N,18.0
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)Cl,FPKCTSIVDAWGFA-UHFFFAOYSA-N,39.0
C1=CC=C(C=C1)C2=CC=C(C=C2)Cl,FPWNLURCHDRMHC-UHFFFAOYSA-N,13.32
N#N=NC1=CC=C(C=C1)C1=CC=CC=C1,FPXOTFVRBPJFQA-UHFFFAOYSA-N,21.4746
[H]C1=C([H])C(=O)OC1=O,FPYJFEHAWHCUMM-UHFFFAOYSA-N,12.238
[H]N1C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C1=O)C2([H])[H],FQAUZFVCWFXHLF-UHFFFAOYSA-N,3.3
CCC1=C(O)C=C(C)C=C1O,FQBFMUKEABWXLQ-UHFFFAOYSA-N,29.68
CCCCCCCCCCOC1=CC(=CC(OCCCCCCCCCC)=C1OCCCCCCCCCC)C(=O)NC,FQCALEQPMVZVAG-UHFFFAOYSA-N,38.0
CCCCCO[C@H]1CC[C@@H](CC1)C(=O)OC1=C(C#N)C(C#N)=C(OCCCCC)C=C1,FQEOLRPCQZRHSI-MXVIHJGJSA-N,43.96140000000001
C1C2CC3CC1CC(C2)(C3)C#N,FQFZASRJFRAEIH-UHFFFAOYSA-N,15.0
CCCCC(=O)OC1=CC2=C(C=C1)C3CCC4(C(C3CC2)CCC4=O)C,FQLHSYGNONSVOX-UHFFFAOYSA-N,25.0
C1(=C(C(=C(C(=C1F)F)P(C2=C(C(=C(C(=C2F)F)F)F)F)C3=C(C(=C(C(=C3F)F)F)F)F)F)F)F,FQLSDFNKTNBQLC-UHFFFAOYSA-N,22.1
CC1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)N(C4=CC=CC=C4)C5=CC=C(C=C5)C,FQNVFRPAQRVHKO-UHFFFAOYSA-N,44.0
[H]N([H])C(=O)C(=C([H])[H])C([H])([H])[H],FQPSGWSUVKBHSU-UHFFFAOYSA-N,15.0
[H]c1c([H])c([H])c(OC([H])([H])C2([H])OC2([H])[H])c([H])c1[H],FQYUMYWMJTYZTK-UHFFFAOYSA-N,17.32
CC(C)(C)CC1=CC=C(C(=O)N1)C(=O)O,FRHCVEBCJCHBAI-UHFFFAOYSA-N,19.33
[H]c1c([H])c([H])c2c([H])c(I)c([H])c([H])c2c1[H],FRNLBIWVMVNNAZ-UHFFFAOYSA-N,16.04
CCCC[C@H]1CC[C@@H](CC1)C(=O)OC1=CC=C(OCCCCC#C)C=C1,FRPCHXDWMZWQJZ-MXVIHJGJSA-N,35.6715
O[C@@H](CC(O)(C1=CC=CC=C1)C1=CC=CC=C1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,FRWFNJBXJBFLKP-SANMLTNESA-N,32.2127
CCCCCCCCCCCCCCCCCCOC(=O)C=C,FSAJWMJJORKPKS-UHFFFAOYSA-N,37.3
CCCCCCCCCCCCCCCCOCCO,FSAMVJAGJWGWTQ-UHFFFAOYSA-N,37.32
CCCCC1=CC=C(C=C1)N=CC1=CC=C(CCCCCCC2=CC=C(S2)C=NC2=CC=C(CCCC)C=C2)S1,FSCHZZRKWZTVPT-UHFFFAOYSA-N,37.8
CCc1ccc(cc1)NC2=NCCC3(S2)CCCCC3,FSJQSOUIZKKLDT-UHFFFAOYSA-N,42.82
O1C2=C(C=CC=C2)N(C2=CC=C(C=C2)N(C2=CC=C(C=C2)N2C3=C(OC4=C2C=CC=C4)C=CC=C3)C2=CC=C(C=C2)N2C3=C(OC4=C2C=CC=C4)C=CC=C3)C2=C1C=CC=C2,FSJWHGOACDEFKW-UHFFFAOYSA-N,46.9
CCCC1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)OC1=CC=C(OCC)C=C1,FSQRXGNRRYITJH-UHFFFAOYSA-N,32.992
CCN(C(C)=O)C1=CC=CC=C1,FSSVIYSWRLKICW-UHFFFAOYSA-N,16.4692
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCCCCCC(=O)C1=CC=CC=C1)[C@H](C)CCCC(C)C,FSTQXIKMJPIVIN-ZJJSMMMRSA-N,36.4
[H][C@@]1(CC[C@@H](CC1)C1=CC=C(Cl)C=C1)[C@@]1([H])OC[C@H](CCCCCCCC)[C@@H](C)O1,FSULNZXDGSRBTP-IKVVKDJNSA-N,17.2
O=C(C1CCCCC1)N1C[C@@H]2N(CCC3=C2C=CC=C3)C(=O)C1,FSVJFNAIGNNGKK-KRWDZBQOSA-N,23.056
O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1,FSVJFNAIGNNGKK-UHFFFAOYSA-N,30.86305
[H]C1=C([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],FSWCCQWDVGZMRD-UHFFFAOYSA-N,6.63
[H]OC(=O)C([H])([H])N([H])C([H])([H])[H],FSYKKLYZXJSNPZ-UHFFFAOYSA-N,20.6
C1CCC(CC1)SC2CCCCC2,FTAORUVBXKFVDA-UHFFFAOYSA-N,5.68
CCCCCCCCOC1=CC(OCCCCCC)=C(C=C1)C(=O)OC1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)C#N,FTHBZBWFYHNJEU-UHFFFAOYSA-N,14.4
CCCCCCCCCCCCOC1=CC=C(OCC2=CC=C(C=C2)C(=O)OC2=CC=CC(O)=C2)C=C1,FTIZEFYZSPCHQZ-UHFFFAOYSA-N,50.5175
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,FTJPDYTXORWVLU-UHFFFAOYSA-N,165.97
OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)OC(O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,FTNIPWXXIGNQQF-HZWIHCTQSA-N,43.9227
CCC1(CC)C(=O)NC(=O)NC1=O,FTOAOBMCPZCFFF-UHFFFAOYSA-N,24.409
C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,FTOVXSOBNPWTSH-UHFFFAOYSA-N,18.95
C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,FTVWIRXFELQLPI-UHFFFAOYSA-N,39.8
C(CCCCCC(=O)N)CCCCC(=O)N,FTZSDHHWPWGCDI-UHFFFAOYSA-N,73.7
C1=CC=C(C=C1)C(=O)C(=O)C2=CC=C(C=C2)C(=O)C(=O)C3=CC=CC=C3,FUEGWHHUYNHBNI-UHFFFAOYSA-N,32.3
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(C)=O)C(=O)NCC(N)=O,FUGKHIUPUGPXSV-RYUDHWBXSA-N,36.2
CCCCCCOC1=CC2=C(C=C1OCCCCCC)C1=C(C=C(OCCCCCCCCCCBr)C(OCCCCCC)=C1)C1=CC(OCCCCCC)=C(OCCCCCC)C=C21,FUMKGMKZNOILQY-UHFFFAOYSA-N,0.0408
CCCCCCOC1=CC=C(C=C1)C(=O)OC1=CC=C(C)C=C1,FUMZYMUXRMNHBH-UHFFFAOYSA-N,24.5346
[H]C1=C([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2C1([H])[H],FUPIVZHYVSCYLX-UHFFFAOYSA-N,9.35
CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,FUSNMLFNXJSCDI-UHFFFAOYSA-N,32.8
CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)O)C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C,FVIZARNDLVOMSU-UHFFFAOYSA-N,18.88
CCN1C2=CC=C(C=NC3=CC=C(C)C=C3)C=C2C2=C1C=CC=C2,FVMIBELHEAWJMU-UHFFFAOYSA-N,17.124000000000002
[H]C([H])([H])C([H])([H])C#N,FVSKHRXBFJPNKK-UHFFFAOYSA-N,5.03
[H][C@]12[C@@H](CC[C@]1(CO)CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(C)=C,FVWJYYTZTCVBKE-ROUWMTJPSA-N,40.3
CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,FVWJYYTZTCVBKE-UHFFFAOYSA-N,55.165
[H]c1c([H])c(Br)c(Br)c([H])c1Br,FWAJPSIPOULHHH-UHFFFAOYSA-N,17.9
C1=CC=C(C=C1)C(=O)NNC2=C(C=C(C=C2Cl)Cl)Cl,FWASGTVTBTYRAD-UHFFFAOYSA-N,32.71
CC1=C(C2=C(C=C1)C=C(C(=O)C2=O)C(C)C)CCC=C(C)C,FWJDKZSXXFWHPR-UHFFFAOYSA-N,23.09
[H]N1C(=O)N(C(=O)C(C1=O)(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],FWJKNZONDWOGMI-UHFFFAOYSA-N,30.1
[H]OC(=O)C([H])([H])C1(C([H])([H])C(=O)O[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],FWPVKDFOUXHOKQ-UHFFFAOYSA-N,32.1
CC(=O)c1ccc(cc1)/N=C\2/NCCC3(S2)CCCCC3,FWRNNBKICMVCJP-UHFFFAOYSA-N,32.5
CCCCOC1=CC(=CC(OCCCC)=C1OCCCC)C(N)=O,FXACJSFFVZTRIO-UHFFFAOYSA-N,20.2
C1=CC=C(C=C1)C=CC(=O)OC(=O)C=CC2=CC=CC=C2,FXEDRSGUZBCDMO-UHFFFAOYSA-N,32.77
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],FXHGMKSSBGDXIY-UHFFFAOYSA-N,22.89
[H]C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])[H],FXHOOIRPVKKKFG-UHFFFAOYSA-N,9.607
CCCCCOC(=O)C1=CC=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,FXMINDDVJYOUBJ-UHFFFAOYSA-N,33.0
CC(=O)C(O)=CC1=CC=CC=C1,FXMXAFDOFYLVFW-UHFFFAOYSA-N,16.3285
[H]C([H])=C(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],FXNDIJDIPNCZQJ-UHFFFAOYSA-N,8.79
COC1=CC=C(OC(=O)C2=CC=C(C=C2)N=CC2=CC(Cl)=CC=C2)C=C1,FXQPTLXOSJFNJX-UHFFFAOYSA-N,41.0
C1C2=CC=CC=C2C3=C1C=C(C=C3)Br,FXSCJZNMWILAJO-UHFFFAOYSA-N,16.52
BrC1=CC2=C(C=C1)N(CCCCCCCCCCN1C3=C(C=C(Br)C=C3)C3=C1C=CC(Br)=C3)C1=C2C=C(Br)C=C1,FYBWIQIQQMVYNG-UHFFFAOYSA-N,70.2
O=N(=O)C1=CC=C(C=C1)N(=O)=O,FYFDQJRXFWGIBS-UHFFFAOYSA-N,28.1353
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,FYGDTMLNYKFZSV-JVKZEVLLSA-N,42.2
[H]c1c([H])c(c(c(c1[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],FYGHSUNMUKGBRK-UHFFFAOYSA-N,8.18
CN(C)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)N=CC1=CC=C(C=C1)C#N,FYMOJERHQWRSCQ-UHFFFAOYSA-N,29.7
CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,FYPMFJGVHOHGLL-UHFFFAOYSA-N,31.9932
CCCCC(CC)COC1C(C(C(C(O1)CO)O)O)O,FYYKJKKBDPRFJO-UHFFFAOYSA-N,3.56
CCCCCCOC1=CC=C(OC(=O)C2=CC=C(OC(=O)C3=C(C(OCCCCCC)=CC=C3)C(F)(F)F)C=C2)C=C1,FZABYLDYIKYYOF-UHFFFAOYSA-N,33.7
CN1N=CC(=N1)C(=O)C1=CC=CC=C1,FZDUXLXWAFQUAA-UHFFFAOYSA-N,17.53
CC(=O)NC1=CC=CC=C1,FZERHIULMFGESH-UHFFFAOYSA-N,22.0225
C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3N2,FZEYVTFCMJSGMP-UHFFFAOYSA-N,32.5
C1=CC(=C(C(=C1Cl)C2=C(C=CC(=C2Cl)Cl)Cl)Cl)Cl,FZFUUSROAHKTTF-UHFFFAOYSA-N,21.1
[H]c1c(c(c([H])c(c1[N+]([O-])=O)C([H])([H])[H])[N+]([O-])=O)[N+]([O-])=O,FZJGZCSVWGKDAK-UHFFFAOYSA-N,24.7
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CC(=O)C1=CC=CC=C1)[C@H](C)CCCC(C)C,FZMTXCHNERTESC-CEPFJRGJSA-N,28.0
C1=CC=C(C=C1)NP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,FZNQHYXSPNEFAI-UHFFFAOYSA-N,34.87
[H]N(C(=O)ON=C(C([H])([H])SC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],FZSVSABTBYGOQH-UHFFFAOYSA-N,19.83
CCOC(=O)C1=CC=C(C=C1)N(C)C,FZUGPQWGEGAKET-UHFFFAOYSA-N,20.76
[H]c1nc([H])c([H])s1,FZWLAAWBMGSTSO-UHFFFAOYSA-N,9.58
[H]N(c1nc(Cl)nc(n1)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],FZXISNSWEXTPMF-UHFFFAOYSA-N,33.57
COC1=CC2=C(CCCC2=O)C=C1,GABLTKRIYDNDIN-UHFFFAOYSA-N,23.2
CCCCCCCCCCOC1=CC=C(C=C1)C(=O)OC1=CC=C(NC(C)=C/C(C)=O)C=C1,GAEJMRDATSKHFE-UHFFFAOYSA-N,41.1
[H]C1([H])C([H])([H])C2([H])C([H])([H])C1([H])C([H])([H])C2([H])C#N,GAHKEUUHTHVKEA-UHFFFAOYSA-N,2.93
O=N(=O)C1=CC=C(C=C1)N=CC1=CC=C(S1)C=CC1=CC=CO1,GAOVQCJWDTVAME-UHFFFAOYSA-N,37.3
[H]C([H])([H])C([H])(O[N+]([O-])=O)C([H])([H])[H],GAPFWGOSHOCNBM-UHFFFAOYSA-N,10.1
[H][C@@]12OC3=C(OC(=O)CC(C)C)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O,GATZHXQVPJMCNE-LJYZBVLISA-N,14.01
C1=CC=C(C=C1)N=[N+](C2=CC=CC=C2)[O-],GAUZCKBSTZFWCT-UHFFFAOYSA-N,17.93
[H]c1c([H])c(Cl)c(Cl)c(Cl)c1Cl,GBDZXPJXOMHESU-UHFFFAOYSA-N,17.0
NC1=NC2=C(N=C(Br)N2COCCO)C(=O)N1,GBMIHDMGBMQYBU-UHFFFAOYSA-N,36.44
CCCCCCO[C@H]1CC[C@@H](CC1)C(=O)OC1=C(C#N)C(C#N)=C(OCCCC)C=C1,GBOHDNWKJLNNDM-MXVIHJGJSA-N,33.4944
CC(=O)OC1CCC2C1(CCC3C2CCC4C3(CC(=CC4)C(=O)O)C)C,GBQYYMYMCZFUMS-UHFFFAOYSA-N,26.6
C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C=CC5=CC=CC=C54,GBROPGWFBFCKAG-UHFFFAOYSA-N,35.19
CCCCCCCCCCCCOCC(CO)O,GBXRUYNQDDTQQS-UHFFFAOYSA-N,51.4
CCCCCCOC1=CC=C(OC(=O)C2=CC=C(OC(=O)C3=C(C#N)C(OCCCCCC)=CC=C3)C=C2)C=C1,GBZCQAOXPXJHOA-UHFFFAOYSA-N,35.1
ClC1=CC=CC2=C1C(CC#N)=CN2,GCFQUQOQJAOLHL-UHFFFAOYSA-N,19.4445
CCCCCCSC1=CC=C(C=C1)C#CC1=CC(F)=C(N=C=S)C(F)=C1,GCGWXFBBIWYWPZ-UHFFFAOYSA-N,37.8487
CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,GCKFUYQCUCGESZ-UHFFFAOYSA-N,31.15
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,GCKMFJBGXUYNAG-UHFFFAOYSA-N,25.107
CC1=CC=C(C=C1)C(O)([C@@H]1OC2(CCCCC2)O[C@H]1C(O)(C1=CC=C(C)C=C1)C1=CC=C(C)C=C1)C1=CC=C(C)C=C1,GCPRXKSQGJKJAE-VSJLXWSYSA-N,26.71
CC(C)(N1CCCCC1)C(=O)C1=CC=CC=C1,GCSDBSRRPSYHQU-UHFFFAOYSA-N,16.74
C1=CC=C(C=C1)C(=O)C2=CC=CC=N2,GCSHUYKULREZSJ-UHFFFAOYSA-N,20.91
CCC1CCC2=C(C1)C=CC(=C2)C1=CC=C(C=C1)C#N,GCYGPGCBZDHHME-UHFFFAOYSA-N,24.3
CCCOC(=O)C1=CC(OC(=O)C2=CC=C(OCC3CO3)C=C2)=CC=C1OC(=O)C1=CC=C(OCC2CO2)C=C1,GCZKWRMUECROHR-UHFFFAOYSA-N,27.75
CCCCCCCCCCCCC#CCCCC(=O)O,GDBJCCBRRCYCEG-UHFFFAOYSA-N,54.41
[H]OC(=O)c1c([H])c([H])c(OC(=O)C([H])([H])[H])c([H])c1[H],GDBUZIKSJGRBJP-UHFFFAOYSA-N,28.425
CCCCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCCCC)C1=CC=C(N)C=C1,GDFIOZLMVZBNSL-UHFFFAOYSA-N,103.414
CCCCCCCCCCCOC1=CC=C(C=C1)C1=CC=C(OC(=O)C2=CC=CC(=C2)C(=O)OC2=CC=C(C=C2OC)C(=O)OC2=CC=C(C=C2)C2=CC=C(OCCCCCCCCCCC)C=C2)C=C1,GDKGHEARKCGKBZ-UHFFFAOYSA-N,27.684
[H]N1C(=NS(=O)(=O)c2c([H])c(Cl)c([H])c([H])c12)C([H])([H])[H],GDLBFKVLRPITMI-UHFFFAOYSA-N,34.1
[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],GDOPTJXRTPNYNR-UHFFFAOYSA-N,6.905
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2,GDPQDWYHZBUJTA-UHFFFAOYSA-N,38.96
CCCCCCC#CCCCCCCCCCC(=O)O,GDRONPBCNLMFBT-UHFFFAOYSA-N,55.97
CCCCCCOC1=CC2=C(C=C1OCCCCCC)C1=C(C=C(OCCCCCC(O)=O)C(OCCCCCC(O)=O)=C1)C1=C2C=C(OCCCCCC)C(OCCCCCC)=C1,GDYQVLHLLYOLHF-UHFFFAOYSA-N,67.17
CC12COC(C)(OC1)OC2,GDZAVHGIQPTDDN-UHFFFAOYSA-N,18.0
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,GECHUMIMRBOMGK-UHFFFAOYSA-N,40.47
CC1=NN(C(=C1)OC(=O)N(C)C)C2=CC=CC=C2,GEDIWDLJKRKBFT-UHFFFAOYSA-N,21.39
CC(C)C1=C(C(=CC=C1)C(C)C)[N+](=O)[O-],GEHDTBQWLGXHJW-UHFFFAOYSA-N,12.51
[H]C([H])([H])N(C([H])([H])[H])C([H])([H])[H],GETQZCLCWQTVFV-UHFFFAOYSA-N,6.55
[H]c1c([H])c([H])c(c([H])c1[H])C(F)(F)F,GETTZEONDQJALK-UHFFFAOYSA-N,12.88
ClC1=CC(Cl)=C(OC(=O)C(=O)OC2=C(Cl)C=C(Cl)C=C2Cl)C(Cl)=C1,GEVPIWPYWJZSPR-UHFFFAOYSA-N,30.076400000000003
[H]N([H])c1c([H])c([H])c([H])c([H])c1N([H])[H],GEYOCULIXLDCMW-UHFFFAOYSA-N,20.85
C1CC2C=CC1C(C2(C#N)C#N)(C#N)C#N,GFDRDNGZQZLSRI-UHFFFAOYSA-N,4.54
CCCCCCOC1=C(OCCCCCC)C=C2C(=C1)C1=CC(OCCCCCC)=C(OCCCCCC)C=C1C1=C2N=C2C=CC(C)=CC2=N1,GFGOBYYLGDSCHL-UHFFFAOYSA-N,30.024
CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@@](C)(F)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,GFIQERTUSVTTRE-HCTDEEJFSA-N,70.4999
[H]OC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])O[H],GFIWSSUBVYLTRF-UHFFFAOYSA-N,49.7
NC1=CC=C(C=C1)C1=CC(=CC(=C1)C1=CC=CC=C1)C1=CC=C(N)C=C1,GFJGKEVLKYCULR-UHFFFAOYSA-N,26.0738
[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,GFNANZIMVAIWHM-OBYCQNJPSA-N,29.4252
CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,GFNANZIMVAIWHM-UHFFFAOYSA-N,42.56
CCCCC[C@H]1CC[C@@H](CC1)C1=CC=C(C=C1)C(=O)OC1=C(C#N)C(C#N)=C(OCCC)C=C1,GFNYHULUSCZRSS-HZCBDIJESA-N,36.4251
OC[C@H](O)COC1=CC=CC=C1C#N,GFPFQGFERWRLRO-VIFPVBQESA-N,27.7
[H]N(C(=O)C([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],GFQFFCFJVLJXRY-UHFFFAOYSA-N,23.19
CCCCCCOC1=CC2=C(C=C1OCCCCCC)C1=CC(OCCCCCCC(O)=O)=C(OCCCCCCC(O)=O)C=C1C1=CC(OCCCCCC)=C(OCCCCCC)C=C21,GFQZQPNNFXLRQM-UHFFFAOYSA-N,87.5
[H]C1([H])C([H])([H])C([H])([H])C2(C1([H])[H])C([H])([H])C(=O)OC(=O)C2([H])[H],GFWLMILMVMCJDI-UHFFFAOYSA-N,15.3
CCCCCC[C@H](C)OC1=CC=C(C=C1)C(O)=O,GFXXRAGQXYXYKY-LBPRGKRZSA-N,15.490900000000002
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],GGBJHURWWWLEQH-UHFFFAOYSA-N,14.18
CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,GGCSSNBKKAUURC-UHFFFAOYSA-N,26.575
C1C2=CC=CC=C2C2=CC=C(C=C12)N=CC1=CC=CS1,GGFCRFMEXFTGCC-UHFFFAOYSA-N,30.7
[H]c1c(c(c(c(c1[N+]([O-])=O)C([H])([H])[H])[N+]([O-])=O)C([H])([H])[H])[N+]([O-])=O,GGGVOOMKPJYWDF-UHFFFAOYSA-N,38.49
CCOC1=CC=C(C=NC2=CC=C(Br)C=C2)C=C1,GGMAHUGXXVLROD-UHFFFAOYSA-N,17.1659
C1=CC=C(C=C1)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,GGMPTLAAIUQMIE-UHFFFAOYSA-N,21.8
[H]Oc1c([H])c([H])c(O[H])c(O[H])c1[H],GGNQRNBDZQJCCN-UHFFFAOYSA-N,28.8
CCCCCCCOC1=CC=C(C=C1)N=CC1=CC=C(C=C1)C(=O)OCCOCCOCC,GGOSCUUNUKUUHT-UHFFFAOYSA-N,23.0
CCN(CC)C1=CC=CC=C1,GGSUCNLOZRCGPQ-UHFFFAOYSA-N,8.4992
CC(=O)NC1=CC=C(Cl)C=C1,GGUOCFNAWIODMF-UHFFFAOYSA-N,40.7794
CCCC1CCC(CC1)C1CCC(CC1)C(=O)OC1=CC=C(C)C=C1,GGUYPWCKDPRGLF-UHFFFAOYSA-N,24.8277
FC1=CNC(=O)NC1=O,GHASVSINZRGABV-UHFFFAOYSA-N,28.6176
C1=CC(=CC=C1N=NC2=CC=C(C=C2)[N+](=O)[O-])N(CCO)CCO,GHDZRIQTRDZCMV-UHFFFAOYSA-N,32.43
[H]OC(=O)c1c([H])c([H])c(I)c([H])c1[H],GHICCUXQJBDNRN-UHFFFAOYSA-N,35.24
C(CCCCCCO)CCCCCO,GHLKSLMMWAKNBM-UHFFFAOYSA-N,52.7
[H]Oc1c([H])c([H])c([H])c(O[H])c1[H],GHMLBKRAJCXXBS-UHFFFAOYSA-N,21.663
CCC(C)CC1=CC=C(C=C1)N=CC1=CC=C(OCCCOC2=CC=C(C=NC3=CC=C(CC(C)CC)C=C3)C=C2)C=C1,GHRSHLZTGJAANH-UHFFFAOYSA-N,39.7
CCOC(=O)C(C(C1=CC=CC=C1)C1=CC=CC=C1)(C(=O)OCC)C(=O)OCC,GHSBEVCYWKHGOK-UHFFFAOYSA-N,29.5
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,GHUUBYQTCDQWRA-UHFFFAOYSA-N,50.34
CC1=CC(O)=C(C)C(O)=C1,GHVHDYYKJYXFGU-UHFFFAOYSA-N,27.42
[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],GHVNFZFCNZKVNT-UHFFFAOYSA-N,28.363000000000003
CCCCCCCCOC1=CC=C(C=C1)C1=CC=C(OCC2=CC=C(C=C2)C(=O)OCC(Cl)(Cl)Cl)C=C1,GHWDGUXJZRHMSY-UHFFFAOYSA-N,31.2428
CC1=CC=C(COC2=CC=C(C=C2C)C2=CC(C)=C(OCC(O)CO)C=C2)C=C1,GIBKFTYGCIOKOF-UHFFFAOYSA-N,38.3
CCCCCCCCCCCCOC(=O)C1=CC(OC(=O)C2=CC=C(OCC3CO3)C=C2)=CC=C1OC(=O)C1=CC=C(OCC2CO2)C=C1,GIGZXHSEVHWHNT-UHFFFAOYSA-N,34.51
CCCCCCCCCCCCCCCCCC(=O)NC(C)C1=CC=CC=C1,GIIWGAYCAGBEBU-UHFFFAOYSA-N,5.987109999999999
CCCCCCCCCCCCCCCCCC(=O)N[C@H](C)C1=CC=CC=C1,GIIWGAYCAGBEBU-XMMPIXPASA-N,7.619969999999999
